,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
60238,12360398,JE224004,02/02/2021 11:00:00 AM,051XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2032,20,40.0,4,11,1162889.0,1934194.0,2021,05/11/2021 04:58:38 PM,41.975079939000004,-87.67637766,"(41.975079939, -87.67637766)"
60239,12359482,JE220459,05/03/2021 01:00:00 AM,013XX S SAWYER AVE,0810,THEFT,OVER $500,STREET,False,False,1022,10,24.0,29,06,1154907.0,1893675.0,2021,05/11/2021 04:58:38 PM,41.864056692,-87.70681876799999,"(41.864056692, -87.706818768)"
60240,12360786,JE218182,05/03/2021 12:19:00 PM,071XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,832,8,18.0,66,06,1161610.0,1857264.0,2021,05/11/2021 04:58:38 PM,41.764003661,-87.683223468,"(41.764003661, -87.683223468)"
60241,12359168,JE207683,04/23/2021 11:30:00 AM,002XX N ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,False,False,1215,12,27.0,28,08B,1165685.0,1901982.0,2021,05/11/2021 04:58:38 PM,41.88662913,-87.667016435,"(41.88662913, -87.667016435)"
60243,12357189,JE219898,05/04/2021 09:12:00 PM,062XX S LAFLIN ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,713,7,16.0,67,04B,1167404.0,1863307.0,2021,05/11/2021 05:00:54 PM,41.780464301,-87.66181410899999,"(41.780464301, -87.661814109)"
60245,12359448,JE222739,04/25/2021 08:49:00 PM,051XX N LINCOLN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,True,False,2031,20,40.0,4,04A,1158555.0,1934254.0,2021,05/11/2021 04:58:38 PM,41.975334679,-87.692313579,"(41.975334679, -87.692313579)"
60246,12361154,JE224702,05/03/2021 03:47:00 PM,033XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1922,19,47.0,6,06,1165066.0,1922064.0,2021,05/11/2021 04:58:38 PM,41.941748603,-87.66871808399999,"(41.941748603, -87.668718084)"
60249,12356870,JE219695,05/04/2021 11:00:00 AM,041XX N RICHMOND ST,0810,THEFT,OVER $500,STREET,False,False,1724,17,33.0,16,06,1155975.0,1927384.0,2021,05/11/2021 05:00:54 PM,41.956535587,-87.701987319,"(41.956535587, -87.701987319)"
60250,12359962,JE223338,05/03/2021 04:30:00 PM,018XX N LOREL AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,2532,25,37.0,25,08A,1140441.0,1911602.0,2021,05/11/2021 04:58:38 PM,41.913528017,-87.75948343399999,"(41.913528017, -87.759483434)"
60251,12358815,JE221249,05/04/2021 07:07:00 PM,026XX W PERSHING RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,911,9,12.0,58,06,1159361.0,1878694.0,2021,05/11/2021 05:00:54 PM,41.822856815,-87.690879645,"(41.822856815, -87.690879645)"
60253,12358081,JE219930,05/04/2021 09:02:00 PM,004XX E 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,312,3,20.0,42,08B,1180277.0,1861348.0,2021,05/11/2021 05:00:54 PM,41.774803055,-87.61467978399999,"(41.774803055, -87.614679784)"
60254,12356494,JE219058,05/04/2021 08:40:00 AM,028XX S SAWYER AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1032,10,22.0,30,08B,1155159.0,1884962.0,2021,05/11/2021 05:00:54 PM,41.840142173000004,-87.706127305,"(41.840142173, -87.706127305)"
60255,12357659,JE220503,05/04/2021 03:37:00 PM,027XX S DEARBORN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,133,1,3.0,35,11,1176315.0,1886573.0,2021,05/11/2021 05:00:54 PM,41.844112707,-87.628445336,"(41.844112707, -87.628445336)"
60256,12356919,JE219733,05/04/2021 06:00:00 PM,008XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1121,11,27.0,23,06,1154891.0,1905271.0,2021,05/11/2021 05:00:54 PM,41.895877613,-87.706566627,"(41.895877613, -87.706566627)"
60259,12356817,JE219571,05/04/2021 02:00:00 PM,065XX N MOZART ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2412,24,50.0,2,11,1156143.0,1943301.0,2021,05/11/2021 05:00:54 PM,42.000209254,-87.700937706,"(42.000209254, -87.700937706)"
60260,12359721,JE218630,05/03/2021 05:55:00 PM,048XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2521,25,31.0,19,08B,1143600.0,1919510.0,2021,05/11/2021 04:58:38 PM,41.935169781999996,-87.747679339,"(41.935169782, -87.747679339)"
60261,12360382,JE223849,05/04/2021 03:40:00 PM,079XX S HERMITAGE AVE,0460,BATTERY,SIMPLE,STREET,False,False,611,6,17.0,71,08B,1166062.0,1851952.0,2021,05/11/2021 05:00:54 PM,41.749333301,-87.667056581,"(41.749333301, -87.667056581)"
60262,12356734,JE219278,05/04/2021 11:07:00 AM,0000X E ROOSEVELT RD,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,123,1,4.0,32,08A,1176576.0,1895067.0,2021,05/11/2021 05:00:54 PM,41.867414944000004,-87.627231186,"(41.867414944, -87.627231186)"
60263,12357443,JE220184,05/04/2021 05:00:00 PM,001XX E 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,322,3,6.0,69,14,1178461.0,1859963.0,2021,05/11/2021 05:00:54 PM,41.77104392,-87.621378945,"(41.77104392, -87.621378945)"
60264,12357132,JE219870,05/04/2021 07:43:00 PM,012XX S RUBLE ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,HIGHWAY / EXPRESSWAY,False,False,1232,12,11.0,28,11,1171985.0,1894836.0,2021,05/11/2021 05:00:54 PM,41.866883451,-87.64409211600001,"(41.866883451, -87.644092116)"
60265,12356769,JE219427,05/04/2021 01:52:00 PM,066XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,321,3,5.0,42,14,1183698.0,1861181.0,2021,05/11/2021 05:00:54 PM,41.77426566,-87.602144255,"(41.77426566, -87.602144255)"
60266,12357051,JE219498,05/04/2021 03:20:00 PM,038XX S MICHIGAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,213,2,3.0,35,04A,1177828.0,1879608.0,2021,05/11/2021 05:00:54 PM,41.824966005,-87.62310429799999,"(41.824966005, -87.623104298)"
60267,12357494,JE220101,05/04/2021 07:15:00 PM,007XX N LONG AVE,0810,THEFT,OVER $500,STREET,False,False,1524,15,37.0,25,06,1140188.0,1904302.0,2021,05/11/2021 05:00:54 PM,41.893500603,-87.760591975,"(41.893500603, -87.760591975)"
60269,12359187,JE222294,04/30/2021 10:00:00 AM,062XX N HIAWATHA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1621,16,39.0,12,14,1142891.0,1940845.0,2021,05/11/2021 04:58:38 PM,41.993728051,-87.749750943,"(41.993728051, -87.749750943)"
60271,12360435,JE223539,04/28/2021 12:00:00 PM,014XX W BALMORAL AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,2013,20,48.0,77,06,1165644.0,1935964.0,2021,05/11/2021 04:58:38 PM,41.979878454,-87.666195949,"(41.979878454, -87.666195949)"
60272,12360865,JE224392,05/02/2021 07:00:00 PM,057XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,715,7,15.0,67,14,1164669.0,1866563.0,2021,05/11/2021 04:58:38 PM,41.789457355,-87.671749265,"(41.789457355, -87.671749265)"
60273,12360163,JE220759,05/02/2021 06:30:00 PM,045XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,215,2,3.0,38,14,1177915.0,1875052.0,2021,05/11/2021 04:58:38 PM,41.812461985,-87.62292331399999,"(41.812461985, -87.622923314)"
60274,12359550,JE222676,05/01/2021 12:15:00 PM,0000X W OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,1831,18,42.0,8,11,1175977.0,1904187.0,2021,05/11/2021 04:58:38 PM,41.892454255,-87.629155474,"(41.892454255, -87.629155474)"
60275,12360735,JE214570,04/30/2021 03:08:00 AM,053XX N EAST RIVER RD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,1614,16,41.0,76,04A,1116632.0,1934296.0,2021,05/11/2021 04:58:38 PM,41.976207249,-87.846481459,"(41.976207249, -87.846481459)"
60276,12359079,JE217047,05/02/2021 11:00:00 AM,107XX S EGGLESTON AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,2233,22,34.0,49,08B,1175192.0,1833678.0,2021,05/11/2021 04:58:38 PM,41.698988087,-87.634144583,"(41.698988087, -87.634144583)"
60279,12359985,JE214905,04/30/2021 12:00:00 PM,085XX S GREEN ST,0560,ASSAULT,SIMPLE,STREET,False,True,613,6,21.0,71,08A,1172135.0,1848169.0,2021,05/11/2021 04:58:38 PM,41.738821045,-87.644913606,"(41.738821045, -87.644913606)"
60281,12360231,JE223653,04/24/2021 12:00:00 PM,124XX S LA SALLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,523,5,9.0,53,11,1177529.0,1822408.0,2021,05/11/2021 04:58:38 PM,41.668009131,-87.62592644700001,"(41.668009131, -87.625926447)"
60283,12360299,JE205217,04/20/2021 08:30:00 PM,025XX W NORTH AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1423,14,1.0,24,06,1159025.0,1910548.0,2021,05/11/2021 04:58:38 PM,41.91027426,-87.69123823,"(41.91027426, -87.69123823)"
60285,12356277,JE218916,05/04/2021 12:50:00 AM,060XX W GRAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2512,25,36.0,19,08B,1135953.0,1914155.0,2021,05/11/2021 05:00:54 PM,41.920614966,-87.775910739,"(41.920614966, -87.775910739)"
60287,12359355,JE222533,05/01/2021 08:00:00 PM,008XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1212,12,32.0,24,08B,1162919.0,1905584.0,2021,05/11/2021 04:58:38 PM,41.896571793,-87.677072706,"(41.896571793, -87.677072706)"
60289,12357758,JE220448,05/04/2021 10:40:00 AM,013XX S LOOMIS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1233,12,25.0,28,08B,1167249.0,1893963.0,2021,05/11/2021 05:00:54 PM,41.864590894,-87.66150355100001,"(41.864590894, -87.661503551)"
60290,12359658,JE222256,05/02/2021 10:00:00 PM,077XX W ADDISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,1631,16,38.0,17,14,1123949.0,1923044.0,2021,05/11/2021 04:58:38 PM,41.945213181999996,-87.81982123600001,"(41.945213182, -87.819821236)"
60292,12356588,JE219130,05/04/2021 10:00:00 AM,048XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,ALLEY,False,False,2024,20,46.0,3,08A,1168764.0,1932204.0,2021,05/11/2021 05:00:54 PM,41.969493656,-87.654831392,"(41.969493656, -87.654831392)"
60296,12356718,JE219067,05/04/2021 08:40:00 AM,014XX E 68TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,332,3,5.0,43,04A,1186911.0,1860191.0,2021,05/11/2021 05:00:54 PM,41.771473449,-87.59039749,"(41.771473449, -87.59039749)"
60299,12360049,JE223487,05/01/2021 08:00:00 PM,011XX W MONROE ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,1232,12,25.0,28,06,1168739.0,1899717.0,2021,05/11/2021 04:58:38 PM,41.880348186999996,-87.655867085,"(41.880348187, -87.655867085)"
60300,12357680,JE219095,05/04/2021 09:01:00 AM,076XX S HALSTED ST,0560,ASSAULT,SIMPLE,GAS STATION,False,False,621,6,17.0,71,08A,1172288.0,1854297.0,2021,05/11/2021 05:00:54 PM,41.755633716999995,-87.644173224,"(41.755633717, -87.644173224)"
60304,12360313,JE223723,05/03/2021 11:00:00 AM,094XX S GENOA AVE,0865,THEFT,DELIVERY CONTAINER THEFT,OTHER COMMERCIAL TRANSPORTATION,False,False,2223,22,21.0,73,06,1171107.0,1842234.0,2021,05/11/2021 04:58:38 PM,41.722557071,-87.648852907,"(41.722557071, -87.648852907)"
60305,12358549,JE221601,05/04/2021 10:00:00 PM,061XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,825,8,16.0,66,06,1160758.0,1863846.0,2021,05/11/2021 05:00:54 PM,41.78208323,-87.686164728,"(41.78208323, -87.686164728)"
60308,12359539,JE222659,05/03/2021 01:00:00 PM,042XX S PRINCETON AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,False,False,925,9,3.0,37,11,1175000.0,1876652.0,2021,05/11/2021 04:58:38 PM,41.81691816,-87.63356767299999,"(41.81691816, -87.633567673)"
60312,12359973,JE223342,03/29/2021 12:00:00 AM,079XX S YATES BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,422,4,7.0,46,11,1193576.0,1852624.0,2021,05/11/2021 04:58:38 PM,41.750548435,-87.566213672,"(41.750548435, -87.566213672)"
60313,12361127,JE219550,05/04/2021 11:00:00 AM,014XX S KARLOV AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1011,10,24.0,29,04B,1149280.0,1892895.0,2021,05/11/2021 05:00:54 PM,41.862027106,-87.727495637,"(41.862027106, -87.727495637)"
60314,12356912,JE219707,05/04/2021 05:53:00 PM,060XX S WOOD ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,714,7,15.0,67,08B,1165384.0,1864663.0,2021,05/11/2021 05:00:54 PM,41.784228388,-87.66918139399999,"(41.784228388, -87.669181394)"
60315,12356335,JE218962,05/04/2021 04:29:00 AM,059XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,712,7,16.0,68,14,1170659.0,1865532.0,2021,05/11/2021 05:00:54 PM,41.786499587,-87.64981588399999,"(41.786499587, -87.649815884)"
60316,12356349,JE218948,05/04/2021 03:00:00 AM,042XX N LAWNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1723,17,35.0,16,06,1150967.0,1927834.0,2021,05/11/2021 05:00:54 PM,41.957870186,-87.720386338,"(41.957870186, -87.720386338)"
60318,12357151,JE219916,05/04/2021 08:30:00 PM,092XX S ST LAWRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,633,6,9.0,44,14,1181854.0,1843946.0,2021,05/11/2021 05:00:54 PM,41.727013778,-87.60943552100001,"(41.727013778, -87.609435521)"
60319,12356407,JE218996,05/04/2021 04:00:00 AM,062XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,823,8,16.0,66,08B,1156131.0,1862906.0,2021,05/11/2021 05:00:54 PM,41.779598041999996,-87.70315393,"(41.779598042, -87.70315393)"
60320,12356899,JE219682,05/04/2021 05:45:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1822,18,27.0,8,06,1169206.0,1910721.0,2021,05/11/2021 05:00:54 PM,41.910533752,-87.653832316,"(41.910533752, -87.653832316)"
60324,12356946,JE219562,05/04/2021 03:30:00 PM,026XX N ELSTON AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,1432,14,1.0,22,08A,1160847.0,1917675.0,2021,05/11/2021 05:00:54 PM,41.929793626,-87.68434677,"(41.929793626, -87.68434677)"
60325,12360975,JE224727,04/24/2021 02:00:00 AM,018XX S ASHLAND AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1233,12,25.0,31,06,1166008.0,1891358.0,2021,05/11/2021 04:58:38 PM,41.857469101999996,-87.666133553,"(41.857469102, -87.666133553)"
60326,12357207,JE219984,05/04/2021 11:10:00 PM,015XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,2535,25,26.0,23,14,1150428.0,1909889.0,2021,05/11/2021 05:00:54 PM,41.908638159,-87.72283767299999,"(41.908638159, -87.722837673)"
60327,12356289,JE218894,05/04/2021 12:03:00 AM,0000X N HOMAN BLVD,0460,BATTERY,SIMPLE,GAS STATION,False,False,1123,11,28.0,27,08B,1153708.0,1900256.0,2021,05/11/2021 05:00:54 PM,41.882139587,-87.71104513,"(41.882139587, -87.71104513)"
60328,12356838,JE219517,05/04/2021 10:00:00 AM,039XX W FILLMORE ST,0555,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,STREET,False,False,1132,11,24.0,29,04A,1150263.0,1895081.0,2021,05/11/2021 05:00:54 PM,41.868006655,-87.723830193,"(41.868006655, -87.723830193)"
60329,12357825,JE220724,05/04/2021 08:00:00 AM,011XX N CALIFORNIA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1211,12,26.0,24,11,1157517.0,1907562.0,2021,05/11/2021 05:00:54 PM,41.90211127,-87.69685943799999,"(41.90211127, -87.696859438)"
60332,12359289,JE222402,04/30/2021 03:00:00 PM,054XX S CALIFORNIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,923,9,14.0,63,11,1158634.0,1868430.0,2021,05/11/2021 04:58:38 PM,41.794705964,-87.69382692,"(41.794705964, -87.69382692)"
60333,12356938,JE219752,05/04/2021 04:30:00 PM,023XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1225,12,27.0,28,11,1160842.0,1898642.0,2021,05/11/2021 05:00:54 PM,41.877565688000004,-87.68489382899999,"(41.877565688, -87.684893829)"
60335,12361090,JE218309,05/03/2021 02:30:00 AM,081XX S ST LAWRENCE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,631,6,6.0,44,04A,1181650.0,1851158.0,2021,05/11/2021 04:58:38 PM,41.746809043,-87.60996074200001,"(41.746809043, -87.609960742)"
60336,12356969,JE219741,05/04/2021 06:00:00 PM,023XX W DEVON AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2412,24,50.0,2,08B,1159734.0,1942438.0,2021,05/11/2021 05:00:54 PM,41.997767614000004,-87.68775112899999,"(41.997767614, -87.687751129)"
60337,12358764,JE221917,05/04/2021 05:00:00 PM,021XX E 71ST ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,333,3,5.0,43,08B,1191527.0,1858274.0,2021,05/11/2021 05:00:54 PM,41.766102387,-87.573539169,"(41.766102387, -87.573539169)"
60338,12356308,JE218945,05/04/2021 02:45:00 AM,052XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2023,20,48.0,77,08B,1168697.0,1934885.0,2021,05/11/2021 05:00:54 PM,41.976851851999996,-87.654999693,"(41.976851852, -87.654999693)"
60339,12356406,JE219000,05/04/2021 04:00:00 AM,003XX S ST LOUIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1133,11,28.0,27,06,1153064.0,1898239.0,2021,05/11/2021 05:00:54 PM,41.876617517,-87.71346340299999,"(41.876617517, -87.713463403)"
60341,12359436,JE219389,04/29/2021 09:00:00 AM,0000X S ASHLAND AVE,0810,THEFT,OVER $500,STREET,False,False,1224,12,28.0,28,06,1165766.0,1899790.0,2021,05/11/2021 04:58:38 PM,41.880612385,-87.666781505,"(41.880612385, -87.666781505)"
60343,12357200,JE219936,05/04/2021 10:54:00 PM,014XX S TRUMBULL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1021,10,24.0,29,08A,1153602.0,1892848.0,2021,05/11/2021 05:00:54 PM,41.861813345,-87.711631385,"(41.861813345, -87.711631385)"
60344,12356540,JE219161,05/04/2021 10:15:00 AM,016XX S JEFFERSON ST,0810,THEFT,OVER $500,STREET,False,False,1235,12,11.0,31,06,1172595.0,1892211.0,2021,05/11/2021 05:00:54 PM,41.859666796,-87.641930358,"(41.859666796, -87.641930358)"
60350,12356324,JE218949,05/04/2021 03:30:00 AM,099XX S PERRY AVE,0460,BATTERY,SIMPLE,STREET,False,False,511,5,9.0,49,08B,1177353.0,1839152.0,2021,05/11/2021 05:00:54 PM,41.713961093,-87.626067424,"(41.713961093, -87.626067424)"
60352,12360154,JE223641,05/01/2021 05:00:00 PM,094XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,2221,22,21.0,73,06,1167328.0,1842036.0,2021,05/11/2021 04:58:38 PM,41.722095348,-87.66270058100001,"(41.722095348, -87.662700581)"
60353,12356568,JE219231,05/04/2021 10:30:00 AM,031XX W CERMAK RD,0880,THEFT,PURSE-SNATCHING,CLEANING STORE,False,False,1033,10,12.0,30,06,1155586.0,1889205.0,2021,05/11/2021 05:00:54 PM,41.851776892,-87.70444636399999,"(41.851776892, -87.704446364)"
60354,12358252,JE221029,05/04/2021 12:46:00 PM,096XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,431,4,10.0,51,08A,1193773.0,1841643.0,2021,05/11/2021 05:00:54 PM,41.720410779,-87.56585061700001,"(41.720410779, -87.565850617)"
60355,12356275,JE218906,05/04/2021 12:34:00 AM,046XX S KEDZIE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,922,9,14.0,58,14,1155824.0,1873462.0,2021,05/11/2021 05:00:54 PM,41.808571365,-87.70399613200001,"(41.808571365, -87.703996132)"
60356,12357955,JE220167,05/04/2021 10:00:00 PM,020XX W FARRAGUT AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2012,20,40.0,4,06,1161786.0,1934859.0,2021,05/11/2021 05:00:54 PM,41.976927866,-87.680415115,"(41.976927866, -87.680415115)"
60358,12359392,JE222641,04/30/2021 02:03:00 PM,051XX S LONG AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,814,8,14.0,56,11,1141232.0,1869963.0,2021,05/11/2021 04:58:38 PM,41.79925029,-87.75760314600001,"(41.79925029, -87.757603146)"
60359,12357296,JE219375,05/04/2021 01:20:00 PM,002XX N LEAMINGTON AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1532,15,28.0,25,08A,1142000.0,1901174.0,2021,05/11/2021 05:00:54 PM,41.884883608,-87.754014605,"(41.884883608, -87.754014605)"
60362,12356440,JE219010,05/04/2021 05:43:00 AM,114XX S HOMEWOOD AVE,0560,ASSAULT,SIMPLE,STREET,True,True,2212,22,34.0,75,08A,1165300.0,1828675.0,2021,05/11/2021 05:00:54 PM,41.685473656,-87.670505534,"(41.685473656, -87.670505534)"
60363,12357485,JE220224,05/04/2021 11:00:00 PM,028XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,133,1,4.0,35,14,1177970.0,1885976.0,2021,05/11/2021 05:00:54 PM,41.842437061,-87.62238999,"(41.842437061, -87.62238999)"
60364,12357069,JE219817,05/04/2021 07:30:00 PM,016XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2531,25,29.0,25,08B,1137185.0,1910235.0,2021,05/11/2021 05:00:54 PM,41.909835964,-87.77147840100001,"(41.909835964, -87.771478401)"
60365,12356948,JE219526,05/04/2021 11:45:00 AM,012XX S ASHLAND AVE,0460,BATTERY,SIMPLE,CTA BUS,False,False,1233,12,28.0,28,08B,1165915.0,1894701.0,2021,05/11/2021 05:00:54 PM,41.866644572,-87.66637959100001,"(41.866644572, -87.666379591)"
60366,12357579,JE219621,05/04/2021 03:52:00 PM,050XX W GLADYS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1533,15,29.0,25,08A,1142970.0,1897874.0,2021,05/11/2021 05:00:54 PM,41.875809976999996,-87.75053486,"(41.875809977, -87.75053486)"
60367,12356654,JE219315,05/04/2021 11:55:00 AM,085XX S ESSEX AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,423,4,7.0,46,11,1194318.0,1848766.0,2021,05/11/2021 05:00:54 PM,41.739943579,-87.563621151,"(41.739943579, -87.563621151)"
60368,12356887,JE219527,05/04/2021 11:45:00 AM,017XX W HARRISON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1231,12,27.0,28,08B,1164863.0,1897422.0,2021,05/11/2021 05:00:54 PM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
60369,12360482,JE224099,04/28/2021 07:00:00 PM,079XX S HERMITAGE AVE,0890,THEFT,FROM BUILDING,STREET,False,False,611,6,17.0,71,06,1166060.0,1852040.0,2021,05/11/2021 04:58:38 PM,41.749574828,-87.667061413,"(41.749574828, -87.667061413)"
60370,12359656,JE222348,04/20/2021 12:00:00 PM,005XX N PEORIA ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1214,12,27.0,24,06,1170311.0,1903823.0,2021,05/11/2021 04:58:38 PM,41.891581132,-87.649974842,"(41.891581132, -87.649974842)"
60371,12356964,JE219639,05/04/2021 09:00:00 AM,002XX W KINZIE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1831,18,42.0,8,06,1174564.0,1902976.0,2021,05/11/2021 05:00:54 PM,41.889162908,-87.634381016,"(41.889162908, -87.634381016)"
60372,12358828,JE221373,05/04/2021 12:00:00 AM,014XX E 68TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,332,3,5.0,43,06,1186887.0,1860190.0,2021,05/11/2021 05:00:54 PM,41.771471273,-87.590485496,"(41.771471273, -87.590485496)"
60373,12356926,JE219697,05/04/2021 05:29:00 PM,001XX W OAK ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1832,18,2.0,8,08A,1174734.0,1907126.0,2021,05/11/2021 05:00:54 PM,41.900546929,-87.63363242700001,"(41.900546929, -87.633632427)"
60374,12356743,JE219420,05/04/2021 01:40:00 PM,050XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1533,15,28.0,25,08A,1142844.0,1898201.0,2021,05/11/2021 05:00:54 PM,41.876709653,-87.750989346,"(41.876709653, -87.750989346)"
60375,12360784,JE223543,04/30/2021 09:45:00 AM,040XX W 83RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,834,8,18.0,70,04A,1151092.0,1849232.0,2021,05/11/2021 04:58:38 PM,41.742174161,-87.72198401200001,"(41.742174161, -87.721984012)"
